stem,state,start_frame,end_frame,start_sec,end_sec,duration_sec,context,animal_id,day,experiment
20241121_Box_1_CFD_Day_6_(Context_A)_9003,9,371,402,12.37,13.4,1.07,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,-1,403,547,13.43,18.23,4.83,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,4,548,682,18.27,22.73,4.5,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,-1,683,779,22.77,25.97,3.23,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,4,780,960,26.0,32.0,6.03,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,-1,961,987,32.03,32.9,0.9,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,9,988,1000,32.93,33.33,0.43,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,-1,1001,1134,33.37,37.8,4.47,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,4,1135,1293,37.83,43.1,5.3,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,-1,1294,1373,43.13,45.77,2.67,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,4,1374,1383,45.8,46.1,0.33,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,-1,1384,1632,46.13,54.4,8.3,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,4,1633,1654,54.43,55.13,0.73,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,-1,1655,1728,55.17,57.6,2.47,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,4,1729,2121,57.63,70.7,13.1,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,-1,2122,2232,70.73,74.4,3.7,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,4,2233,2387,74.43,79.57,5.17,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,-1,2388,2594,79.6,86.47,6.9,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,4,2595,2993,86.5,99.77,13.3,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,-1,2994,3070,99.8,102.33,2.57,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,4,3071,3682,102.37,122.73,20.4,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,-1,3683,3770,122.77,125.67,2.93,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,4,3771,3919,125.7,130.63,4.97,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,-1,3920,3999,130.67,133.3,2.67,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,4,4000,4632,133.33,154.4,21.1,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,-1,4633,4723,154.43,157.43,3.03,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,4,4724,4823,157.47,160.77,3.33,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,-1,4824,4854,160.8,161.8,1.03,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,4,4855,4876,161.83,162.53,0.73,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,-1,4877,4908,162.57,163.6,1.07,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,4,4909,5123,163.63,170.77,7.17,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,-1,5124,5168,170.8,172.27,1.5,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,4,5169,5395,172.3,179.83,7.57,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,9,5396,5571,179.87,185.7,5.87,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,-1,5572,6261,185.73,208.7,23.0,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9003,4,6262,6301,208.73,210.03,1.33,A,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9005,-1,0,8,0.0,0.27,0.3,A,9005,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9005,9,9,3113,0.3,103.77,103.5,A,9005,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9005,-1,3114,3401,103.8,113.37,9.6,A,9005,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9005,9,3402,3571,113.4,119.03,5.67,A,9005,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9005,-1,3572,3756,119.07,125.2,6.17,A,9005,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9005,9,3757,3854,125.23,128.47,3.27,A,9005,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9005,-1,3855,3895,128.5,129.83,1.37,A,9005,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9005,9,3896,3928,129.87,130.93,1.1,A,9005,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9005,-1,3929,4004,130.97,133.47,2.53,A,9005,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9005,9,4005,4169,133.5,138.97,5.5,A,9005,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9005,-1,4170,4327,139.0,144.23,5.27,A,9005,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9005,9,4328,4359,144.27,145.3,1.07,A,9005,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9005,-1,4360,4481,145.33,149.37,4.07,A,9005,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9005,9,4482,4593,149.4,153.1,3.73,A,9005,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9005,-1,4594,4744,153.13,158.13,5.03,A,9005,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9005,9,4745,6300,158.17,210.0,51.87,A,9005,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,9,0,182,0.0,6.07,6.1,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,-1,183,224,6.1,7.47,1.4,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,9,225,658,7.5,21.93,14.47,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,-1,659,677,21.97,22.57,0.63,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,9,678,712,22.6,23.73,1.17,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,-1,713,726,23.77,24.2,0.47,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,9,727,2176,24.23,72.53,48.33,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,6,2177,2184,72.57,72.8,0.27,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,9,2185,3429,72.83,114.3,41.5,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,-1,3430,3437,114.33,114.57,0.27,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,9,3438,4551,114.6,151.7,37.13,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,-1,4552,4569,151.73,152.3,0.6,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,9,4570,4601,152.33,153.37,1.07,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,-1,4602,4615,153.4,153.83,0.47,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,9,4616,4734,153.87,157.8,3.97,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,-1,4735,4816,157.83,160.53,2.73,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,9,4817,5189,160.57,172.97,12.43,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,-1,5190,5216,173.0,173.87,0.9,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,9,5217,5338,173.9,177.93,4.07,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,-1,5339,5354,177.97,178.47,0.53,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,9,5355,5536,178.5,184.53,6.07,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,-1,5537,5552,184.57,185.07,0.53,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,9,5553,5698,185.1,189.93,4.87,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,-1,5699,5710,189.97,190.33,0.4,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9007,9,5711,6301,190.37,210.03,19.7,A,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,0,95,0.0,3.17,3.2,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,96,119,3.2,3.97,0.8,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,120,455,4.0,15.17,11.2,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,456,472,15.2,15.73,0.57,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,473,526,15.77,17.53,1.8,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,527,824,17.57,27.47,9.93,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,825,884,27.5,29.47,2.0,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,885,927,29.5,30.9,1.43,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,928,1053,30.93,35.1,4.2,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,1054,1234,35.13,41.13,6.03,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,1235,1380,41.17,46.0,4.87,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,1381,1704,46.03,56.8,10.8,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,1705,1867,56.83,62.23,5.43,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,1868,2040,62.27,68.0,5.77,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,2041,2203,68.03,73.43,5.43,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,2204,2312,73.47,77.07,3.63,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,2313,2378,77.1,79.27,2.2,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,2379,2652,79.3,88.4,9.13,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,2653,2707,88.43,90.23,1.83,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,2708,2823,90.27,94.1,3.87,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,2824,2860,94.13,95.33,1.23,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,2861,3473,95.37,115.77,20.43,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,3474,3516,115.8,117.2,1.43,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,3517,3522,117.23,117.4,0.2,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,3523,3612,117.43,120.4,3.0,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,3613,3659,120.43,121.97,1.57,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,3677,3694,122.57,123.13,0.6,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,3695,3703,123.17,123.43,0.3,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,3704,3842,123.47,128.07,4.63,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,3843,3902,128.1,130.07,2.0,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,3903,4020,130.1,134.0,3.93,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,4021,4079,134.03,135.97,1.97,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,4080,4442,136.0,148.07,12.1,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,4443,4500,148.1,150.0,1.93,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,4501,4533,150.03,151.1,1.1,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,4534,4621,151.13,154.03,2.93,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,4622,4713,154.07,157.1,3.07,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,4714,4760,157.13,158.67,1.57,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,4761,4767,158.7,158.9,0.23,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,4776,4807,159.2,160.23,1.07,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,4808,4843,160.27,161.43,1.2,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,4844,4867,161.47,162.23,0.8,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,4868,4901,162.27,163.37,1.13,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,4902,4920,163.4,164.0,0.63,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,4921,4953,164.03,165.1,1.1,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,4954,5047,165.13,168.23,3.13,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,5048,5191,168.27,173.03,4.8,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,5192,5281,173.07,176.03,3.0,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,5282,5370,176.07,179.0,2.97,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,5371,5400,179.03,180.0,1.0,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,5401,5548,180.03,184.93,4.93,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,5549,5640,184.97,188.0,3.07,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,5641,5671,188.03,189.03,1.03,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,5672,5847,189.07,194.9,5.87,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,5848,5881,194.93,196.03,1.13,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,5882,5940,196.07,198.0,1.97,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,5941,6029,198.03,200.97,2.97,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,-1,6030,6186,201.0,206.2,5.23,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9009,9,6187,6301,206.23,210.03,3.83,A,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9011,9,0,2739,0.0,91.3,91.33,A,9011,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9011,-1,2740,3046,91.33,101.53,10.23,A,9011,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9011,9,3047,3144,101.57,104.8,3.27,A,9011,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9011,-1,3145,3155,104.83,105.17,0.37,A,9011,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9011,9,3156,3269,105.2,108.97,3.8,A,9011,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9011,-1,3270,3925,109.0,130.83,21.87,A,9011,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9011,9,3926,3956,130.87,131.87,1.03,A,9011,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9011,-1,3957,4494,131.9,149.8,17.93,A,9011,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9011,9,4495,4544,149.83,151.47,1.67,A,9011,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9011,-1,4545,5382,151.5,179.4,27.93,A,9011,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9011,9,5383,6300,179.43,210.0,30.6,A,9011,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,9,0,736,0.0,24.53,24.57,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,-1,737,784,24.57,26.13,1.6,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,9,785,848,26.17,28.27,2.13,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,-1,849,886,28.3,29.53,1.27,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,9,887,1050,29.57,35.0,5.47,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,-1,1051,1413,35.03,47.1,12.1,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,9,1414,1617,47.13,53.9,6.8,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,-1,1618,1689,53.93,56.3,2.4,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,9,1690,2416,56.33,80.53,24.23,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,-1,2417,2470,80.57,82.33,1.8,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,9,2471,2600,82.37,86.67,4.33,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,-1,2601,2645,86.7,88.17,1.5,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,9,2646,2726,88.2,90.87,2.7,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,-1,2727,2763,90.9,92.1,1.23,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,9,2764,3100,92.13,103.33,11.23,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,-1,3101,3116,103.37,103.87,0.53,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,9,3117,3196,103.9,106.53,2.67,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,-1,3197,3802,106.57,126.73,20.2,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,9,3803,3963,126.77,132.1,5.37,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,-1,3964,5008,132.13,166.93,34.83,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,9,5009,5269,166.97,175.63,8.7,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,-1,5270,5317,175.67,177.23,1.6,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9013,9,5318,6302,177.27,210.07,32.83,A,9013,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,0,772,0.0,25.73,25.77,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,773,791,25.77,26.37,0.63,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,792,867,26.4,28.9,2.53,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,868,897,28.93,29.9,1.0,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,898,984,29.93,32.8,2.9,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,985,1080,32.83,36.0,3.2,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,1081,1409,36.03,46.97,10.97,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,1410,1426,47.0,47.53,0.57,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,1427,2972,47.57,99.07,51.53,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,2973,2981,99.1,99.37,0.3,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,2982,3005,99.4,100.17,0.8,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,3006,3107,100.2,103.57,3.4,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,3108,3119,103.6,103.97,0.4,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,3120,3137,104.0,104.57,0.6,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,3147,3162,104.9,105.4,0.53,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,3163,3174,105.43,105.8,0.4,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,3175,3226,105.83,107.53,1.73,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,3227,3293,107.57,109.77,2.23,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,3294,3325,109.8,110.83,1.07,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,3326,3482,110.87,116.07,5.23,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,3483,3581,116.1,119.37,3.3,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,3587,3598,119.57,119.93,0.4,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,3599,3623,119.97,120.77,0.83,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,3628,3665,120.93,122.17,1.27,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,3666,3750,122.2,125.0,2.83,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,3756,3843,125.2,128.1,2.93,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,3844,3959,128.13,131.97,3.87,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,3960,3999,132.0,133.3,1.33,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,4004,4020,133.47,134.0,0.57,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,4021,4072,134.03,135.73,1.73,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,4073,4130,135.77,137.67,1.93,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,4131,4137,137.7,137.9,0.23,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,4138,4162,137.93,138.73,0.83,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,4163,4203,138.77,140.1,1.37,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,4204,4274,140.13,142.47,2.37,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,4275,4286,142.5,142.87,0.4,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,4287,4294,142.9,143.13,0.27,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,4295,4320,143.17,144.0,0.87,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,4321,4936,144.03,164.53,20.53,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,4937,5011,164.57,167.03,2.5,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,5012,5148,167.07,171.6,4.57,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,5149,5190,171.63,173.0,1.4,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,5191,5235,173.03,174.5,1.5,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,5236,5270,174.53,175.67,1.17,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,-1,5271,5383,175.7,179.43,3.77,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,5384,5517,179.47,183.9,4.47,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,7,5518,6190,183.93,206.33,22.43,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,9,6191,6230,206.37,207.67,1.33,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_A)_9015,7,6231,6301,207.7,210.03,2.37,A,9015,6,CFD
20241121_Box_1_CFD_Day_6_(Context_B)_9001,9,0,5390,0.0,179.67,179.7,B,9001,6,CFD
20241121_Box_1_CFD_Day_6_(Context_B)_9003,9,0,5391,0.0,179.7,179.73,B,9003,6,CFD
20241121_Box_1_CFD_Day_6_(Context_B)_9005,9,0,5390,0.0,179.67,179.7,B,9005,6,CFD
20241121_Box_1_CFD_Day_6_(Context_B)_9007,9,0,813,0.0,27.1,27.13,B,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_B)_9007,-1,814,829,27.13,27.63,0.53,B,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_B)_9007,9,830,5390,27.67,179.67,152.03,B,9007,6,CFD
20241121_Box_1_CFD_Day_6_(Context_B)_9009,9,0,446,0.0,14.87,14.9,B,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_B)_9009,-1,447,480,14.9,16.0,1.13,B,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_B)_9009,9,481,722,16.03,24.07,8.07,B,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_B)_9009,-1,723,1013,24.1,33.77,9.7,B,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_B)_9009,9,1014,1040,33.8,34.67,0.9,B,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_B)_9009,-1,1041,1050,34.7,35.0,0.33,B,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_B)_9009,9,1051,1316,35.03,43.87,8.87,B,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_B)_9009,-1,1317,1324,43.9,44.13,0.27,B,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_B)_9009,9,1325,1440,44.17,48.0,3.87,B,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_B)_9009,-1,1441,1560,48.03,52.0,4.0,B,9009,6,CFD
20241121_Box_1_CFD_Day_6_(Context_B)_9009,9,1561,1661,52.03,55.37,3.37,B,9009,6,CFD
